agents,healthStatus,solveConicGibbsGreedyDynamic,PPO_5Bucket_20000000,PPO_5Bucket_50000000,PPO_4Bucket_20000000,solveMILP,PPO_4Bucket_50000000,solveConicGibbsGreedyDynamicCount
"[(0, 3, 0.5630572252770831), (1, 1, 0.9409029551997752), (2, 1, 0.02595145384957165), (3, 3, 0.8085803970013057), (4, 1, 0.2589621968109963), (5, 2, 0.3971451702375094), (6, 3, 0.832021651216164), (7, 3, 0.07198779312309811), (8, 3, 0.7082766651149738), (9, 2, 0.6110607843566608), (10, 2, 0.17166125398714194), (11, 2, 0.01877331266444926), (12, 2, 0.6357244006510722), (13, 1, 0.3904890469269874), (14, 1, 0.18335209301718225), (15, 1, 0.25403319257195267), (16, 1, 0.1031298327690996), (17, 2, 0.29624716184315814), (18, 3, 0.7623498836906579), (19, 3, 0.4838504550718167), (20, 3, 0.867289583688866), (21, 1, 0.7029226004775817), (22, 3, 0.25446601484765097), (23, 3, 0.7931317634061725), (24, 1, 0.34094829983265207), (25, 2, 0.33341629287358765), (26, 3, 0.6033156993698632), (27, 1, 0.6706764369576208), (28, 2, 0.1691697744596926), (29, 1, 0.4324232070866889), (30, 2, 0.0417831987014311), (31, 2, 0.4894529763148955), (32, 1, 0.9442017612236078), (33, 3, 0.5167291544607573), (34, 3, 0.17665413812677644), (35, 3, 0.32174127489871907), (36, 2, 0.0490573160761647), (37, 3, 0.46618033530016845), (38, 2, 0.9321815102186242), (39, 1, 0.8335088177881043), (40, 1, 0.5678800817925165), (41, 3, 0.37888367506502174), (42, 3, 0.9666982339464365), (43, 1, 0.9680345807255675), (44, 2, 0.4254984841214696), (45, 3, 0.9334571997530098), (46, 2, 0.7919070425864893), (47, 3, 0.45621080793991053), (48, 3, 0.4701520105833483), (49, 3, 0.3019533544465651)]","[1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",35,24,26,23,34,23,35
"[(0, 2, 0.7190690693228192), (1, 2, 0.09252781682567213), (2, 1, 0.2783465291267373), (3, 1, 0.10354669930824645), (4, 1, 0.874966538127645), (5, 2, 0.8901455117190129), (6, 1, 0.5552232696406469), (7, 1, 0.42634286953633105), (8, 1, 0.21380307730982062), (9, 2, 0.8723981631616656), (10, 1, 0.659231888043024), (11, 2, 0.17068682275278335), (12, 2, 0.20089448495317008), (13, 1, 0.4291625610048314), (14, 3, 0.5746005807864629), (15, 2, 0.9051407216283867), (16, 2, 0.13741339811101316), (17, 2, 0.7369372390701969), (18, 3, 0.27785195653173866), (19, 1, 0.8020262051650685), (20, 3, 0.0601988893662011), (21, 2, 0.12013016369006602), (22, 1, 0.9436094840441693), (23, 2, 0.08324495364165907), (24, 1, 0.6187747384508878), (25, 2, 0.13851781600273827), (26, 1, 0.9938469252121859), (27, 1, 0.30955777979975696), (28, 3, 0.6907480109559072), (29, 3, 0.32902072129454907), (30, 1, 0.9683925963360688), (31, 2, 0.6730705717344267), (32, 2, 0.7837580206108019), (33, 1, 0.6338124296655931), (34, 3, 0.7817078041685411), (35, 2, 0.15590262524242637), (36, 2, 0.6378943081520457), (37, 1, 0.14841690656889084), (38, 1, 0.38790257449167687), (39, 3, 0.7619767783195145), (40, 3, 0.6488557400605409), (41, 2, 0.7929964053552624), (42, 3, 0.07574061228360507), (43, 3, 0.9518256730635224), (44, 2, 0.9546410057622314), (45, 1, 0.7331849230417825), (46, 3, 0.43794614035223645), (47, 2, 0.357078696597277), (48, 2, 0.07258290883036644), (49, 1, 0.5148840505570518)]","[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0]",25,19,13,20,25,21,25
"[(0, 1, 0.6388726752395145), (1, 2, 0.49667997168670663), (2, 2, 0.8238011508761786), (3, 1, 0.7734216132812861), (4, 3, 0.5821001304604718), (5, 2, 0.06568880073076167), (6, 1, 0.32996295709353607), (7, 3, 0.6686924543661195), (8, 1, 0.9511324166471689), (9, 1, 0.08252827508793059), (10, 2, 0.4266860811970201), (11, 1, 0.22819156432341448), (12, 1, 0.03389895016252842), (13, 3, 0.6291010862071219), (14, 1, 0.9588812817435142), (15, 3, 0.19865193587470464), (16, 3, 0.6408275670097053), (17, 3, 0.21227815961562235), (18, 3, 0.7062906610623879), (19, 3, 0.8665376371604754), (20, 2, 0.5351044803014736), (21, 3, 0.2944962988433969), (22, 3, 0.6904148977709486), (23, 3, 0.24257675310554883), (24, 3, 0.7845762804577588), (25, 3, 0.07585662867992349), (26, 3, 0.5557958768000386), (27, 2, 0.33765956654030593), (28, 3, 0.40338648347307826), (29, 3, 0.49115245926359874), (30, 2, 0.29316914106536773), (31, 3, 0.44255123918004724), (32, 2, 0.3650535142462472), (33, 3, 0.8676972405078396), (34, 1, 0.036163329470695005), (35, 3, 0.2726487155077678), (36, 1, 0.50157685103901), (37, 3, 0.9505886258810398), (38, 2, 0.45225000141665306), (39, 3, 0.7135813079102908), (40, 1, 0.26078539351054886), (41, 1, 0.1411334667246773), (42, 2, 0.4729302723209795), (43, 3, 0.43297700533521444), (44, 2, 0.1193735662623453), (45, 1, 0.2692060129739592), (46, 1, 0.9509246020446982), (47, 1, 0.7293527070635226), (48, 2, 0.3133305288753926), (49, 1, 0.2925333987190283)]","[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0]",30,25,27,16,29,19,16
"[(0, 1, 0.547535929862463), (1, 2, 0.7780260352113161), (2, 3, 0.8805247507406264), (3, 1, 0.8525992775511082), (4, 2, 0.15256932815938562), (5, 2, 0.43366643252753234), (6, 1, 0.5997519361898392), (7, 2, 0.376292067895598), (8, 2, 0.2547556612787253), (9, 1, 0.4345872751331944), (10, 2, 0.4860526944406265), (11, 1, 0.9143606054094758), (12, 2, 0.8299683857792499), (13, 2, 0.8190739247053423), (14, 2, 0.18045952587020664), (15, 2, 0.6567400122687459), (16, 3, 0.3492233626374095), (17, 1, 0.8597114237997227), (18, 3, 0.41522700435071147), (19, 2, 0.3542947634047877), (20, 3, 0.9352859938874368), (21, 2, 0.09112508295712318), (22, 1, 0.8225442928080209), (23, 3, 0.9721062162499251), (24, 1, 0.46211160521907824), (25, 3, 0.9850254849222192), (26, 2, 0.9005286618936419), (27, 2, 0.7411562222363467), (28, 3, 0.663290772805428), (29, 2, 0.8891957210321785), (30, 1, 0.9810836749048953), (31, 2, 0.6196156710719833), (32, 2, 0.5615521227518151), (33, 2, 0.3800361702379368), (34, 3, 0.7164849215202663), (35, 2, 0.2279516748173096), (36, 1, 0.5716475523372859), (37, 1, 0.08333942205505229), (38, 1, 0.06367521083697325), (39, 2, 0.03578382552573589), (40, 1, 0.8427872925565417), (41, 2, 0.4570941421856365), (42, 1, 0.2701739701256486), (43, 3, 0.4276023945379923), (44, 2, 0.3092621606461763), (45, 2, 0.7491310277767289), (46, 2, 0.9573810371845587), (47, 1, 0.7899041537943973), (48, 3, 0.669463337404069), (49, 3, 0.9844410264302963)]","[0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1]",22,20,25,19,23,13,23
"[(0, 2, 0.15010562536592464), (1, 3, 0.030076885868728254), (2, 3, 0.610666600914824), (3, 3, 0.5819791418019268), (4, 3, 0.8230956090957664), (5, 2, 0.7086137297353777), (6, 2, 0.5674069267515409), (7, 3, 0.26152225001599194), (8, 3, 0.3298352091507337), (9, 2, 0.14069917325943926), (10, 3, 0.5976078372168732), (11, 1, 0.004474624538924665), (12, 3, 0.5182455795448877), (13, 3, 0.8186148754208344), (14, 1, 0.4720303889117966), (15, 2, 0.5659400092628949), (16, 1, 0.7853088825470669), (17, 2, 0.5661359509016491), (18, 1, 0.8030180103669435), (19, 3, 0.3997067815072711), (20, 1, 0.5402024001290104), (21, 2, 0.9517867215375112), (22, 2, 0.5486208279162769), (23, 2, 0.25261984977668983), (24, 2, 0.1768420608865875), (25, 3, 0.9373047994681862), (26, 1, 0.6831793758671378), (27, 1, 0.2647710439179798), (28, 1, 0.6326471902837143), (29, 1, 0.16822095542115967), (30, 2, 0.11597494276775122), (31, 3, 0.003569729477269523), (32, 2, 0.47397892290126786), (33, 2, 0.20301763326365074), (34, 2, 0.6498602398158007), (35, 1, 0.21673911383289035), (36, 2, 0.03968947943036061), (37, 1, 0.9498065787445088), (38, 3, 0.138814092262467), (39, 3, 0.43740711113883723), (40, 1, 0.21960171647105098), (41, 2, 0.23438803307235978), (42, 3, 0.23528473109443637), (43, 2, 0.3054956859460959), (44, 2, 0.5274408106954989), (45, 3, 0.9160918177004013), (46, 3, 0.88180753380547), (47, 3, 0.2855453765697714), (48, 3, 0.3485791366946669), (49, 2, 0.39686543100334204)]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1]",29,16,21,28,31,28,29
"[(0, 2, 0.04971835461555851), (1, 3, 0.7687791560637587), (2, 2, 0.7714406308894282), (3, 2, 0.47130166586319655), (4, 1, 0.04249233565947863), (5, 3, 0.5190111688347657), (6, 2, 0.7505009849803621), (7, 3, 0.7149245543248879), (8, 3, 0.08233179444714156), (9, 3, 0.20159927738114336), (10, 2, 0.7271728443736603), (11, 3, 0.8421956327536962), (12, 1, 0.4930673506776697), (13, 3, 0.8376921310061561), (14, 1, 0.7270436517590599), (15, 3, 0.5877497767479386), (16, 3, 0.14040320468110778), (17, 1, 0.4910292614800431), (18, 2, 0.05300826446541729), (19, 3, 0.6652536217372031), (20, 3, 0.8105160006231672), (21, 3, 0.8258875766686774), (22, 2, 0.28866700875470985), (23, 1, 0.18892161775258332), (24, 1, 0.7700212669357746), (25, 2, 0.9430014257270166), (26, 1, 0.5092718999708913), (27, 2, 0.7936038041737611), (28, 1, 0.7545543646755102), (29, 2, 0.412548791877253), (30, 2, 0.5808497097775065), (31, 2, 0.7617993635452828), (32, 3, 0.42955427019975556), (33, 2, 0.8920812108741911), (34, 1, 0.47911894980739245), (35, 2, 0.34694245050119166), (36, 1, 0.496177595791909), (37, 1, 0.9829873812712427), (38, 2, 0.7310028704356059), (39, 1, 0.558854881155431), (40, 1, 0.22420228604347936), (41, 3, 0.27559419176916544), (42, 1, 0.7652902902027571), (43, 1, 0.9696814135287082), (44, 3, 0.10019126875856355), (45, 2, 0.6849739573008966), (46, 2, 0.22628586162982878), (47, 1, 0.2687653757905356), (48, 2, 0.2889727845871788), (49, 3, 0.9393402528834065)]","[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1]",17,20,17,13,22,18,17
"[(0, 1, 0.07275919116921781), (1, 3, 0.5151663618470624), (2, 3, 0.9321459697345119), (3, 1, 0.8249349618900119), (4, 1, 0.09898978853419993), (5, 3, 0.6721910543416354), (6, 3, 0.8538845037337053), (7, 2, 0.5814740592999071), (8, 2, 0.8599504229868921), (9, 3, 0.30585058302875), (10, 3, 0.8342973732700114), (11, 3, 0.2402585295585532), (12, 2, 0.6100890220252522), (13, 1, 0.4345655288490873), (14, 3, 0.40857889545474324), (15, 3, 0.0519547815432031), (16, 2, 0.5218224408006924), (17, 1, 0.8430317981456117), (18, 1, 0.8913123084230432), (19, 2, 0.801913957142649), (20, 1, 0.5995379053367315), (21, 3, 0.9126406769101051), (22, 1, 0.5820781526688551), (23, 1, 0.4876291907975344), (24, 2, 0.27171500447641417), (25, 3, 0.7450724569600058), (26, 3, 0.9175496683975604), (27, 2, 0.012491606810397182), (28, 3, 0.9315021493985328), (29, 3, 0.5422877829633836), (30, 1, 0.9155115165239383), (31, 3, 0.6291112905802629), (32, 2, 0.4438965260745219), (33, 3, 0.9906137333906013), (34, 3, 0.783791793035775), (35, 2, 0.5941740253793876), (36, 3, 0.4347167384038201), (37, 3, 0.5480844087237465), (38, 2, 0.8587961334490378), (39, 1, 0.5492206578283796), (40, 2, 0.5174683015567692), (41, 1, 0.4198453484903293), (42, 1, 0.0604087276815497), (43, 3, 0.9477128530873575), (44, 3, 0.03680278819106653), (45, 2, 0.7713126646566308), (46, 3, 0.8186321532356263), (47, 3, 0.20764527047930825), (48, 3, 0.251433266291465), (49, 3, 0.7118729325425603)]","[0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",18,18,26,20,18,21,27
"[(0, 1, 0.7053214220452841), (1, 2, 0.2285612802641046), (2, 2, 0.7538707225143235), (3, 3, 0.04263735109242195), (4, 2, 0.9301308807353308), (5, 3, 0.11476184857459815), (6, 3, 0.22013534680163127), (7, 2, 0.08793417061564224), (8, 2, 0.22249354579935832), (9, 2, 0.36986714958043543), (10, 3, 0.33612366092392454), (11, 2, 0.34463459430695276), (12, 1, 0.5378738286396479), (13, 1, 0.7008594756210035), (14, 1, 0.828334238012116), (15, 2, 0.8287762063524524), (16, 3, 0.6815281871090157), (17, 1, 0.6983575191419965), (18, 1, 0.5527862577700783), (19, 2, 0.5932304256355585), (20, 3, 0.17310295081350058), (21, 1, 0.1771582224384065), (22, 1, 0.5552986463854365), (23, 3, 0.9036603486118587), (24, 2, 0.07205287864520882), (25, 2, 0.14376914561741627), (26, 3, 0.539919970820574), (27, 2, 0.47200607584850296), (28, 1, 0.13941641953883632), (29, 1, 0.1815533799478508), (30, 1, 0.8023478739411724), (31, 2, 0.47462362568425864), (32, 1, 0.6338198951818512), (33, 2, 0.957570953609939), (34, 3, 0.8434395282893421), (35, 3, 0.03722019806380339), (36, 3, 0.2965881983571448), (37, 1, 0.14172892979622997), (38, 1, 0.2307841791389863), (39, 2, 0.42336354726992975), (40, 1, 0.39475884606023526), (41, 1, 0.2793096391895402), (42, 2, 0.0166456513005393), (43, 1, 0.850838008401349), (44, 3, 0.3982611183512177), (45, 1, 0.15708385658505497), (46, 2, 0.5323103851165681), (47, 3, 0.3863690418593403), (48, 2, 0.02670440719099043), (49, 2, 0.26303074765738543)]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]",13,7,9,15,11,11,8
"[(0, 2, 0.3393644153512835), (1, 3, 0.6698864912163868), (2, 1, 0.6616312419329742), (3, 2, 0.3427773420870427), (4, 1, 0.5794428374100713), (5, 3, 0.5507159274939593), (6, 3, 0.24886243248835427), (7, 1, 0.7814836689496492), (8, 3, 0.4289368261208185), (9, 3, 0.041303645596800886), (10, 2, 0.6900192785872534), (11, 1, 0.7250329598244988), (12, 2, 0.40796477353401983), (13, 2, 0.4266844540917306), (14, 3, 0.7086686136950457), (15, 2, 0.06211320595178216), (16, 2, 0.6876859799962323), (17, 1, 0.7727887977634101), (18, 3, 0.005862002365913943), (19, 3, 0.610023128970536), (20, 3, 0.7427867474833459), (21, 1, 0.8620446910375779), (22, 3, 0.8345711691855955), (23, 2, 0.8268820342463205), (24, 2, 0.4047172824088675), (25, 2, 0.021974482341078683), (26, 3, 0.2582720270397513), (27, 1, 0.9761416329061908), (28, 2, 0.652911387580354), (29, 1, 0.02634535495974477), (30, 2, 0.7115682271544969), (31, 3, 0.4093971478649139), (32, 1, 0.34515078235459673), (33, 1, 0.565686199162875), (34, 1, 0.8958309099532941), (35, 3, 0.35865529169539023), (36, 2, 0.8001043134297771), (37, 1, 0.027739906527841307), (38, 1, 0.40891018179562333), (39, 3, 0.64144150113864), (40, 1, 0.8077182404280026), (41, 3, 0.680934860861785), (42, 3, 0.6959491324109743), (43, 1, 0.9376211667599266), (44, 3, 0.11111285111259661), (45, 1, 0.056797433151490884), (46, 1, 0.5448462794252947), (47, 3, 0.1510144326885694), (48, 3, 0.5655188245660129), (49, 2, 0.43397243942034147)]","[0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0]",12,14,12,11,13,13,0
"[(0, 2, 0.25251059763233263), (1, 2, 0.07563961882249914), (2, 2, 0.11587192866752094), (3, 2, 0.6327404566760889), (4, 1, 0.8834954971911197), (5, 3, 0.5060509149924226), (6, 3, 0.6107177764563405), (7, 3, 0.47824406233153416), (8, 1, 0.03936592572064135), (9, 3, 0.2301474203860202), (10, 3, 0.5014743679987289), (11, 1, 0.24697820459478648), (12, 2, 0.8087220095672077), (13, 2, 0.400483111078635), (14, 2, 0.2306399774316067), (15, 2, 0.612551198944956), (16, 2, 0.20741049887868046), (17, 3, 0.8415568583415083), (18, 3, 0.5480550039954011), (19, 1, 0.29073373456310947), (20, 2, 0.7726004258527855), (21, 1, 0.9204030104806161), (22, 2, 0.7140790822638473), (23, 3, 0.4781642761172389), (24, 3, 0.9647009544900138), (25, 2, 0.1289239644281438), (26, 1, 0.6215371587389711), (27, 2, 0.4046346747611217), (28, 1, 0.1993036267873063), (29, 2, 0.7296029884843407), (30, 3, 0.5794344650098837), (31, 3, 0.41896144119082257), (32, 3, 0.49126163410026336), (33, 3, 0.9697737876421526), (34, 1, 0.7389387880636499), (35, 1, 0.49357609729396934), (36, 3, 0.05168032502048525), (37, 1, 0.24981488628046566), (38, 3, 0.474620579287539), (39, 3, 0.3092864044609632), (40, 2, 0.47824137021736735), (41, 3, 0.5938383491079123), (42, 2, 0.41162384482594916), (43, 2, 0.5687130777528823), (44, 2, 0.5156859732106529), (45, 1, 0.27279050386415327), (46, 2, 0.4475799233622364), (47, 3, 0.6918656616394655), (48, 3, 0.4960980896949444), (49, 2, 0.20851782927997342)]","[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",20,13,16,11,17,11,0
"[(0, 2, 0.7166300886537625), (1, 3, 0.7496928547096933), (2, 3, 0.22501845626249561), (3, 2, 0.1626606666629571), (4, 1, 0.6632947913106995), (5, 2, 0.4579206076072292), (6, 2, 0.06888163086078425), (7, 3, 0.9082110032511271), (8, 1, 0.7318234511200131), (9, 1, 0.8532491629036746), (10, 2, 0.6722883551973434), (11, 1, 0.7488413437873535), (12, 2, 0.34672356148955874), (13, 1, 0.5525945138432201), (14, 3, 0.5560883397673471), (15, 1, 0.1378301343334296), (16, 2, 0.18797143286435702), (17, 1, 0.4066907459452529), (18, 2, 0.807469025544621), (19, 1, 0.4906895856099187), (20, 2, 0.29239613038436796), (21, 1, 0.18590039409647174), (22, 3, 0.3418049516287084), (23, 2, 0.7281567918914312), (24, 2, 0.054023105166837615), (25, 1, 0.46474879110595313), (26, 1, 0.7437848782757945), (27, 3, 0.6058499235711019), (28, 2, 0.42845941331731363), (29, 1, 0.6603432519941472), (30, 2, 0.312681042406051), (31, 2, 0.17687728431613325), (32, 3, 0.7595242965617011), (33, 3, 0.18221698072495263), (34, 3, 0.17879167443552302), (35, 1, 0.5999427715010763), (36, 3, 0.29410596844866266), (37, 1, 0.23483009185277082), (38, 3, 0.09506429816666073), (39, 2, 0.09013913472200852), (40, 3, 0.18239787129039453), (41, 1, 0.8578075876345984), (42, 3, 0.7388202988903905), (43, 3, 0.7855124907851507), (44, 3, 0.2866256378160972), (45, 1, 0.3743467680851288), (46, 3, 0.5489300230875989), (47, 1, 0.8975740081355158), (48, 3, 0.33541617925307055), (49, 1, 0.203572574402627)]","[0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",6,10,12,5,11,7,8
"[(0, 2, 0.04389267027129107), (1, 3, 0.42603429986900554), (2, 2, 0.07401122155224615), (3, 3, 0.36104456210169544), (4, 3, 0.0050129875013059655), (5, 1, 0.9639134655407434), (6, 2, 0.10572537881840738), (7, 3, 0.8386725380123115), (8, 2, 0.0018315080273119122), (9, 1, 0.510041220857249), (10, 3, 0.9219083092925335), (11, 2, 0.05159602784619666), (12, 1, 0.28281540500713453), (13, 3, 0.07046776922477782), (14, 2, 0.19795759480994324), (15, 3, 0.05347015421832435), (16, 1, 0.46943776159377537), (17, 3, 0.4855112138163342), (18, 1, 0.449334278426594), (19, 1, 0.19747518446890544), (20, 3, 0.8366470251349408), (21, 1, 0.6251005703419459), (22, 3, 0.527783909731904), (23, 3, 0.7030067302208235), (24, 1, 0.5538378128752995), (25, 2, 0.15119868309578777), (26, 3, 0.3823788963570093), (27, 1, 0.3796187078330826), (28, 2, 0.8112195230143319), (29, 1, 0.5896404746786306), (30, 1, 0.8362339367428041), (31, 3, 0.7988841351039403), (32, 3, 0.9777164163525077), (33, 2, 0.209582995741334), (34, 1, 0.9669219036399714), (35, 3, 0.3873964743443754), (36, 2, 0.46834947216782385), (37, 2, 0.33962962700837407), (38, 2, 0.6257422707463529), (39, 2, 0.15184637963301761), (40, 1, 0.2719618957102994), (41, 3, 0.8511871716038898), (42, 1, 0.6498908044312784), (43, 3, 0.8462495550020898), (44, 1, 0.82890665689601), (45, 2, 0.836620423859075), (46, 3, 0.24736401049773127), (47, 1, 0.47083618176872), (48, 2, 0.9516989116398924), (49, 3, 0.3556561875845444)]","[0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1]",0,5,16,13,12,6,9
"[(0, 2, 0.471258946068865), (1, 2, 0.3463645919591576), (2, 2, 0.23842538323073514), (3, 2, 0.015560413836657294), (4, 3, 0.8167650307009509), (5, 2, 0.20949997734541903), (6, 1, 0.1848210740984143), (7, 3, 0.335152924865032), (8, 3, 0.7928118995025796), (9, 3, 0.5101934943359457), (10, 2, 0.3902303225582351), (11, 2, 0.4139324180417219), (12, 3, 0.14768190088448074), (13, 1, 0.18898606477677993), (14, 2, 0.40364089429487215), (15, 3, 0.7053709741468539), (16, 1, 0.955103218062217), (17, 1, 0.10189452474951011), (18, 3, 0.5107693096514297), (19, 3, 0.08087891122360391), (20, 1, 0.8220698439214362), (21, 2, 0.5592166536722668), (22, 1, 0.3316942829230348), (23, 1, 0.758801737910789), (24, 3, 0.3505466007988566), (25, 1, 0.5746545642317931), (26, 1, 0.07628888661792743), (27, 3, 0.97484202089763), (28, 2, 0.02155577073629189), (29, 1, 0.20019222094652156), (30, 1, 0.09430936892287167), (31, 3, 0.31688689866950426), (32, 1, 0.19971661085646752), (33, 2, 0.061017526534821176), (34, 2, 0.30539488978741836), (35, 1, 0.6582372963243168), (36, 2, 0.8653888812675936), (37, 3, 0.4239844417093682), (38, 1, 0.9274332328400389), (39, 2, 0.7785889078507073), (40, 2, 0.5178690471417186), (41, 3, 0.25928677446035764), (42, 2, 0.5397137431563185), (43, 3, 0.44422835976406105), (44, 3, 0.04077065168177996), (45, 1, 0.04802497928850602), (46, 1, 0.29952124974391026), (47, 2, 0.25898479923828344), (48, 2, 0.26240361558527614), (49, 1, 0.7400546215174393)]","[1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1]",6,9,8,16,4,11,0
"[(0, 1, 0.16628910149151632), (1, 3, 0.6640198892702249), (2, 2, 0.7014687976979125), (3, 1, 0.9049999337881077), (4, 2, 0.4291655848493948), (5, 1, 0.11116928078348176), (6, 1, 0.9209612441826487), (7, 3, 0.11594387038123455), (8, 3, 0.5563274746845313), (9, 1, 0.43102096880677754), (10, 2, 0.24664809235485274), (11, 2, 0.6323352653093367), (12, 2, 0.2009752571565856), (13, 1, 0.023692824124362133), (14, 1, 0.3231440689196311), (15, 1, 0.14706228382850484), (16, 1, 0.0031287935676639345), (17, 3, 0.20321509392005077), (18, 1, 0.9958840117208511), (19, 2, 0.6754121290535012), (20, 2, 0.956383922201701), (21, 2, 0.709128199923613), (22, 2, 0.844519945465466), (23, 1, 0.7191928532293945), (24, 3, 0.0026572169558202186), (25, 3, 0.4931428750224841), (26, 3, 0.6211179437166924), (27, 3, 0.7205639960576042), (28, 1, 0.7228876472772634), (29, 1, 0.2674435023592536), (30, 3, 0.38114542661250206), (31, 1, 0.40410337645096683), (32, 3, 0.20288420081867986), (33, 1, 0.4004338499013361), (34, 3, 0.56171623560845), (35, 1, 0.1643685327945703), (36, 2, 0.5616094004755897), (37, 3, 0.048883996666888474), (38, 2, 0.43289574057819724), (39, 2, 0.882589338966969), (40, 1, 0.33341527642400137), (41, 1, 0.23796709364753443), (42, 3, 0.9526509281150896), (43, 1, 0.27034962343144553), (44, 3, 0.8561674912833713), (45, 2, 0.94084508112203), (46, 1, 0.0357265933534191), (47, 3, 0.10610009767060902), (48, 3, 0.16694545258751992), (49, 2, 0.957815729501983)]","[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1]",12,7,12,5,7,9,7
