agents,solveMILP,solveSeqRLBucket,solveConicGibbsGreedyDynamic
"[(0, 1, 0.27721775366623613), (1, 1, 0.2994548402701682), (2, 1, 0.9865891174425854), (3, 1, 0.14144316572671545), (4, 1, 0.7638595633806531), (5, 1, 0.760955796910948), (6, 1, 0.2581507419103213), (7, 1, 0.9679597554229998), (8, 1, 0.12391509550739976), (9, 1, 0.04907573441097268), (10, 1, 0.9007890941408626), (11, 1, 0.359968187710866), (12, 1, 0.2474973238143885), (13, 1, 0.7958768143260059), (14, 1, 0.8374319856301702), (15, 1, 0.9277556789029276), (16, 1, 0.4808066227632918), (17, 1, 0.050326744101375165), (18, 1, 0.7766405797764282), (19, 1, 0.28709986937097076), (20, 1, 0.591446252095843), (21, 1, 0.7519762955876436), (22, 1, 0.7459006543246202), (23, 1, 0.9563778524396459), (24, 1, 0.8114619296300617), (25, 1, 0.6765923282610063), (26, 1, 0.18096349078100993), (27, 1, 0.3283079572733527), (28, 1, 0.10895569752336232), (29, 1, 0.5752773641662898), (30, 1, 0.4203497768880179), (31, 1, 0.9259732950815824), (32, 1, 0.5737292606304037), (33, 1, 0.21312803266973257), (34, 1, 0.6874272593322815), (35, 1, 0.37225450452391784), (36, 1, 0.3063724941995034), (37, 1, 0.7311082885252461), (38, 1, 0.7322253856270691), (39, 1, 0.82333075993387), (40, 1, 0.8217795078906266), (41, 1, 0.8615037914211691), (42, 1, 0.3274262934332518), (43, 1, 0.044457711539272915), (44, 1, 0.9436617623542504), (45, 1, 0.013070146551434902), (46, 1, 0.6470269029294968), (47, 1, 0.8043951692228072), (48, 1, 0.7309335570184305), (49, 1, 0.46039003284653235)]",19,0,14.0
"[(0, 1, 0.5460106076051162), (1, 1, 0.7018709200736198), (2, 1, 0.08232040599989499), (3, 1, 0.9390953047697252), (4, 1, 0.7745157624374374), (5, 1, 0.1688697892513843), (6, 1, 0.9699398584580051), (7, 1, 0.00848961769205947), (8, 1, 0.47062920974782796), (9, 1, 0.04110479693927793), (10, 1, 0.9137969128452255), (11, 1, 0.4275932225019363), (12, 1, 0.05868995542063993), (13, 1, 0.1691212969944419), (14, 1, 0.7869088535447246), (15, 1, 0.1476919342312929), (16, 1, 0.3087854644239655), (17, 1, 0.12624769294652372), (18, 1, 0.16612709697268369), (19, 1, 0.12780120475099943), (20, 1, 0.7052983564770468), (21, 1, 0.16184554861986844), (22, 1, 0.8118180747973711), (23, 1, 0.1213277330951883), (24, 1, 0.4121423162388802), (25, 1, 0.6289578082809205), (26, 1, 0.8844648503892344), (27, 1, 0.27348700454654007), (28, 1, 0.7813838523092104), (29, 1, 0.9952681548426646), (30, 1, 0.5286831093407216), (31, 1, 0.048215285166472), (32, 1, 0.2971085146502962), (33, 1, 0.7479890203802826), (34, 1, 0.4830854964144059), (35, 1, 0.2747449125401574), (36, 1, 0.08693204796604748), (37, 1, 0.8681665538552087), (38, 1, 0.7776226593135135), (39, 1, 0.45245233679510766), (40, 1, 0.18421222939151072), (41, 1, 0.280377723741712), (42, 1, 0.3176709537965493), (43, 1, 0.6880771025188095), (44, 1, 0.3827418333381376), (45, 1, 0.20021022269455757), (46, 1, 0.5939842801486344), (47, 1, 0.5027869704634624), (48, 1, 0.8530321740814731), (49, 1, 0.6514033785410415)]",10,5,9.0
"[(0, 1, 0.8344274570709683), (1, 1, 0.71002051909141), (2, 1, 0.489878662392492), (3, 1, 0.08634725509471608), (4, 1, 0.31264366537883315), (5, 1, 0.4748130716311252), (6, 1, 0.4257411806499818), (7, 1, 0.2494081280830054), (8, 1, 0.6748111276635665), (9, 1, 0.06666160979871705), (10, 1, 0.8579777771027296), (11, 1, 0.47029831386078036), (12, 1, 0.12377726185084326), (13, 1, 0.9721353531970292), (14, 1, 0.5112867758208631), (15, 1, 0.3111244947467079), (16, 1, 0.5567664739450283), (17, 1, 0.381617936852352), (18, 1, 0.2996462164911815), (19, 1, 0.3639870348284796), (20, 1, 0.7602261279855009), (21, 1, 0.2964957053551528), (22, 1, 0.17607354683388698), (23, 1, 0.40567565146729956), (24, 1, 0.49024602599308365), (25, 1, 0.35506765803970897), (26, 1, 0.024821209878128636), (27, 1, 0.28326075799858974), (28, 1, 0.2013419537399418), (29, 1, 0.7043793737742563), (30, 1, 0.08214327355217466), (31, 1, 0.44612127507980504), (32, 1, 0.3426275809201492), (33, 1, 0.4577207726346647), (34, 1, 0.8446509070195367), (35, 1, 0.8963785547138827), (36, 1, 0.3700770567090861), (37, 1, 0.29362723435233584), (38, 1, 0.4472787813470517), (39, 1, 0.20794918564724507), (40, 1, 0.9476853012285645), (41, 1, 0.16252878524292647), (42, 1, 0.5311740141350461), (43, 1, 0.713386781427152), (44, 1, 0.8885048851569514), (45, 1, 0.05418494919193362), (46, 1, 0.2214142159132686), (47, 1, 0.4857266250215565), (48, 1, 0.06480673765659362), (49, 1, 0.24061090152310083)]",8,0,4.0
"[(0, 1, 0.768100441881513), (1, 1, 0.1046435803094029), (2, 1, 0.9988372113529904), (3, 1, 0.9480616976010334), (4, 1, 0.17698218950548172), (5, 1, 0.7742806258752706), (6, 1, 0.22739183123459572), (7, 1, 0.07727384420329608), (8, 1, 0.9706831544243772), (9, 1, 0.1499539719895473), (10, 1, 0.3759833671017816), (11, 1, 0.0826044799428689), (12, 1, 0.36859899603122936), (13, 1, 0.737834941803729), (14, 1, 0.08069727471962851), (15, 1, 0.5718304059393262), (16, 1, 0.03374219039181514), (17, 1, 0.5484725891407997), (18, 1, 0.7667982979195505), (19, 1, 0.05934455325670207), (20, 1, 0.7184573116595349), (21, 1, 0.4447711700808965), (22, 1, 0.00023240080485620318), (23, 1, 0.5903063251508873), (24, 1, 0.1984058836813647), (25, 1, 0.5032905603391232), (26, 1, 0.09077927908172678), (27, 1, 0.47947045476847483), (28, 1, 0.14247422198753346), (29, 1, 0.05924600559505966), (30, 1, 0.7699839830365426), (31, 1, 0.5826822051584954), (32, 1, 0.23214326453408496), (33, 1, 0.6704388712618843), (34, 1, 0.9987781710215682), (35, 1, 0.10129903225775672), (36, 1, 0.45514077102525485), (37, 1, 0.5082504840665907), (38, 1, 0.29697143813934157), (39, 1, 0.709301584339427), (40, 1, 0.23815704619799993), (41, 1, 0.9074380061479954), (42, 1, 0.6819520462413031), (43, 1, 0.5285618941143444), (44, 1, 0.25066754231176036), (45, 1, 0.08198181442518515), (46, 1, 0.451632189383832), (47, 1, 0.8036208141212395), (48, 1, 0.3775334688767128), (49, 1, 0.9277586457176534)]",11,5,12.0
"[(0, 1, 0.6025812036478834), (1, 1, 0.08304609665891394), (2, 1, 0.402822263308247), (3, 1, 0.4207471739840395), (4, 1, 0.46806363445326316), (5, 1, 0.033721949389448946), (6, 1, 0.2260430467752068), (7, 1, 0.4740902687429459), (8, 1, 0.3873273441071502), (9, 1, 0.18020367285149197), (10, 1, 0.4513765430832448), (11, 1, 0.5848619701086465), (12, 1, 0.5139884322549236), (13, 1, 0.3024743324893583), (14, 1, 0.08429056952795688), (15, 1, 0.26483267093792695), (16, 1, 0.04193134134047183), (17, 1, 0.778585438286814), (18, 1, 0.35960478899937354), (19, 1, 0.07257610589507113), (20, 1, 0.9361656689754222), (21, 1, 0.4293535537564931), (22, 1, 0.40856264393703234), (23, 1, 0.4442469957052022), (24, 1, 0.23540753996862407), (25, 1, 0.5314862827628227), (26, 1, 0.5484103390398822), (27, 1, 0.023027172872125412), (28, 1, 0.22450983296393323), (29, 1, 0.3140623252316933), (30, 1, 0.21158316424432222), (31, 1, 0.9973920626665291), (32, 1, 0.5497476981002247), (33, 1, 0.33560754116868263), (34, 1, 0.9234667591780253), (35, 1, 0.5853086595460019), (36, 1, 0.9822206471447278), (37, 1, 0.5533380510724493), (38, 1, 0.6311988209081854), (39, 1, 0.8654091072936958), (40, 1, 0.21856349490911764), (41, 1, 0.21370559796102517), (42, 1, 0.30387854000900527), (43, 1, 0.31065461749571677), (44, 1, 0.6629045819532435), (45, 1, 0.29617145594666494), (46, 1, 0.23135294394438266), (47, 1, 0.012831417220133923), (48, 1, 0.5941942749247013), (49, 1, 0.9458331815453801)]",13,5,3.0
"[(0, 1, 0.9343913049025917), (1, 1, 0.947968336548824), (2, 1, 0.5159447448549729), (3, 1, 0.7313978246405269), (4, 1, 0.837025965647081), (5, 1, 0.2551369042965743), (6, 1, 0.33012954025712127), (7, 1, 0.8535512327915445), (8, 1, 0.4037908332908434), (9, 1, 0.642962510528252), (10, 1, 0.2721539431802389), (11, 1, 0.4770965380178672), (12, 1, 0.8833367520646259), (13, 1, 0.9053912657358998), (14, 1, 0.3759701767883239), (15, 1, 0.6152158244467314), (16, 1, 0.4800291572813754), (17, 1, 0.6185099448950979), (18, 1, 0.17454591031316435), (19, 1, 0.6270715125562569), (20, 1, 0.9002758519729555), (21, 1, 0.8184360430692453), (22, 1, 0.7295816967279957), (23, 1, 0.6687475596507861), (24, 1, 0.9609228079291967), (25, 1, 0.6886645407250942), (26, 1, 0.7946069013447611), (27, 1, 0.18362502102046396), (28, 1, 0.7702314339062971), (29, 1, 0.4871044871579756), (30, 1, 0.3596822310049179), (31, 1, 0.9146262799978399), (32, 1, 0.2673028670177252), (33, 1, 0.5581825029216793), (34, 1, 0.7616339004158397), (35, 1, 0.6126635453018331), (36, 1, 0.13459594405925157), (37, 1, 0.43120006869964866), (38, 1, 0.17921213750242893), (39, 1, 0.2592946729900967), (40, 1, 0.9386874578201039), (41, 1, 0.399036087002427), (42, 1, 0.7465845829015693), (43, 1, 0.6952506940025603), (44, 1, 0.5253643794338005), (45, 1, 0.05791761696089581), (46, 1, 0.6204591306474099), (47, 1, 0.8499754869694129), (48, 1, 0.4654452554133578), (49, 1, 0.6117766159277777)]",8,5,5.0
"[(0, 1, 0.30300183665195635), (1, 1, 0.4683413552854294), (2, 1, 0.7106619584040849), (3, 1, 0.31388151799422925), (4, 1, 0.48730190706661614), (5, 1, 0.9970606998733262), (6, 1, 0.15549916365443495), (7, 1, 0.011084230712867016), (8, 1, 0.6213183709656993), (9, 1, 0.4540836552940226), (10, 1, 0.5068949908846477), (11, 1, 0.3319714317290602), (12, 1, 0.5647035166609107), (13, 1, 0.2852199422743448), (14, 1, 0.3128828290301805), (15, 1, 0.03337795007456512), (16, 1, 0.7285400803707852), (17, 1, 0.39114098380478146), (18, 1, 0.6340087868532274), (19, 1, 0.6825478402625813), (20, 1, 0.8814829470222165), (21, 1, 0.7079947054083793), (22, 1, 0.7002320231857666), (23, 1, 0.5914319166014345), (24, 1, 0.6749497076569587), (25, 1, 0.9855712612308399), (26, 1, 0.6139669945518557), (27, 1, 0.6569169233130212), (28, 1, 0.3268039518807512), (29, 1, 0.4842673654096151), (30, 1, 0.5636697899186681), (31, 1, 0.902463112002388), (32, 1, 0.49354653571397866), (33, 1, 0.08084093385600566), (34, 1, 0.918765266396072), (35, 1, 0.6321647602899014), (36, 1, 0.20277546360210563), (37, 1, 0.905577428430938), (38, 1, 0.668368988271877), (39, 1, 0.022495207429042763), (40, 1, 0.69285440817642), (41, 1, 0.6936833432801851), (42, 1, 0.4213276132056989), (43, 1, 0.29923677149734484), (44, 1, 0.9289986635798028), (45, 1, 0.9821263460273578), (46, 1, 0.8339170136309522), (47, 1, 0.5622033627161404), (48, 1, 0.4501339405165443), (49, 1, 0.476934346980319)]",14,0,15.0
"[(0, 1, 0.41759842459466423), (1, 1, 0.8956286518040452), (2, 1, 0.9341227970266479), (3, 1, 0.3850398038502496), (4, 1, 0.5657013829258463), (5, 1, 0.7908419538836704), (6, 1, 0.26497545770162656), (7, 1, 0.8913356764179162), (8, 1, 0.4141342995187064), (9, 1, 0.08866193755593232), (10, 1, 0.7699145796864282), (11, 1, 0.22146148022567547), (12, 1, 0.26254973424467276), (13, 1, 0.8963406640473303), (14, 1, 0.060286461907774425), (15, 1, 0.7782924378769911), (16, 1, 0.736120286096554), (17, 1, 0.4779407103100378), (18, 1, 0.8503223176361026), (19, 1, 0.08378600485178433), (20, 1, 0.8896374078482814), (21, 1, 0.7531945949336576), (22, 1, 0.4247347628609487), (23, 1, 0.5002055155937782), (24, 1, 0.2265696541134179), (25, 1, 0.42611103499080094), (26, 1, 0.7533819736611143), (27, 1, 0.809816654507881), (28, 1, 0.5960761117397579), (29, 1, 0.753882870685571), (30, 1, 0.5691004563330333), (31, 1, 0.6414894602747506), (32, 1, 0.3360300897176207), (33, 1, 0.6263152839347901), (34, 1, 0.07704004081750293), (35, 1, 0.8882155503999944), (36, 1, 0.6729221550988049), (37, 1, 0.8952566952223908), (38, 1, 0.5212475863609489), (39, 1, 0.31389502066923347), (40, 1, 0.5492827407162686), (41, 1, 0.9823640165173794), (42, 1, 0.7293148444063668), (43, 1, 0.057962886835927874), (44, 1, 0.09221368699844301), (45, 1, 0.24722557284802205), (46, 1, 0.16910468540793322), (47, 1, 0.9950111613241232), (48, 1, 0.28259946158341), (49, 1, 0.2912812620213783)]",3,5,5.0
"[(0, 1, 0.1632969430611566), (1, 1, 0.22077138012512199), (2, 1, 0.1557537285749151), (3, 1, 0.9080275994508308), (4, 1, 0.847557079820619), (5, 1, 0.16092734387557717), (6, 1, 0.4320025535815367), (7, 1, 0.02788897049582917), (8, 1, 0.6233941354370709), (9, 1, 0.783552373076764), (10, 1, 0.11041009558859494), (11, 1, 0.16111217966238456), (12, 1, 0.2508030654830249), (13, 1, 0.3806782122561875), (14, 1, 0.7606559455246154), (15, 1, 0.9745398688809627), (16, 1, 0.8859972104110481), (17, 1, 0.8305679829479045), (18, 1, 0.9596028662694257), (19, 1, 0.8662434245615729), (20, 1, 0.983219640718755), (21, 1, 0.056915249914397004), (22, 1, 0.036530224184686544), (23, 1, 0.40801088618056414), (24, 1, 0.6479121820321123), (25, 1, 0.8247682450345827), (26, 1, 0.5812510765165931), (27, 1, 0.9042505085869899), (28, 1, 0.41888653994211633), (29, 1, 0.8732311123497428), (30, 1, 0.8677691737431401), (31, 1, 0.08694668348082524), (32, 1, 0.11273696470617978), (33, 1, 0.2973893830004206), (34, 1, 0.3563781268165126), (35, 1, 0.80286841377971), (36, 1, 0.9821829503312254), (37, 1, 0.32918378066919063), (38, 1, 0.8038960465734608), (39, 1, 0.6286541076507123), (40, 1, 0.17056449049211442), (41, 1, 0.7471986911982647), (42, 1, 0.7312804483213203), (43, 1, 0.36674122511023977), (44, 1, 0.39167711167942043), (45, 1, 0.8249003491506972), (46, 1, 0.4894031211703096), (47, 1, 0.23037369586088852), (48, 1, 0.032799661888315734), (49, 1, 0.7138062611804078)]",8,5,10.0
"[(0, 1, 0.5104374954760567), (1, 1, 0.5589210937289334), (2, 1, 0.16668072781507348), (3, 1, 0.3224567829916658), (4, 1, 0.4894272361813068), (5, 1, 0.2041581696195569), (6, 1, 0.8299111192190919), (7, 1, 0.9342751189810112), (8, 1, 0.13936306836007029), (9, 1, 0.07533417664104336), (10, 1, 0.5156110456161845), (11, 1, 0.1361515005398578), (12, 1, 0.34928852931760046), (13, 1, 0.08676199436177734), (14, 1, 0.16964213578768217), (15, 1, 0.4983257094699697), (16, 1, 0.5968710743317598), (17, 1, 0.3441467401154642), (18, 1, 0.5373194088549769), (19, 1, 0.0468799244600987), (20, 1, 0.8865306902335207), (21, 1, 0.6432693409643079), (22, 1, 0.7745848403883091), (23, 1, 0.32277617292211536), (24, 1, 0.22703557494816462), (25, 1, 0.6042818752292991), (26, 1, 0.2987081183728372), (27, 1, 0.7055889696100229), (28, 1, 0.06387727835562385), (29, 1, 0.4762132584532548), (30, 1, 0.2430978102974758), (31, 1, 0.5663744805097116), (32, 1, 0.2910149827316394), (33, 1, 0.6132967159264477), (34, 1, 0.7891955560637689), (35, 1, 0.5344958122237529), (36, 1, 0.5661696355479492), (37, 1, 0.5392420173918674), (38, 1, 0.9647960303579735), (39, 1, 0.12254182393534363), (40, 1, 0.4273673623571954), (41, 1, 0.005503366855204028), (42, 1, 0.6674635822374847), (43, 1, 0.2305408047023868), (44, 1, 0.48444154868798406), (45, 1, 0.06665174014937914), (46, 1, 0.261369377138847), (47, 1, 0.8128038873902738), (48, 1, 0.18343550304933764), (49, 1, 0.4782995488267723)]",5,5,8.0
"[(0, 1, 0.3122503872289224), (1, 1, 0.20495442493543303), (2, 1, 0.5870928837928481), (3, 1, 0.13751440213039412), (4, 1, 0.9543873551046851), (5, 1, 0.22205253050776086), (6, 1, 0.33551941664818774), (7, 1, 0.6784428554988648), (8, 1, 0.0010157747516352789), (9, 1, 0.7160092762774667), (10, 1, 0.5221175835266516), (11, 1, 0.8367043098838188), (12, 1, 0.3536768981591014), (13, 1, 0.5279548537430477), (14, 1, 0.5009579719596169), (15, 1, 0.772361575857483), (16, 1, 0.6760950768927344), (17, 1, 0.9531539127242191), (18, 1, 0.4885861422906841), (19, 1, 0.9449556092856298), (20, 1, 0.6375369835244), (21, 1, 0.34988973177043237), (22, 1, 0.32831836062689035), (23, 1, 0.1507890306733909), (24, 1, 0.9464452486329448), (25, 1, 0.16311643267413523), (26, 1, 0.5463988991325752), (27, 1, 0.9365379200039495), (28, 1, 0.4632186133303906), (29, 1, 0.4370889883870047), (30, 1, 0.47664681091687255), (31, 1, 0.9132822958373246), (32, 1, 0.5050230397299642), (33, 1, 0.21520968354039272), (34, 1, 0.7064228856001441), (35, 1, 0.685116037327615), (36, 1, 0.5234370846728921), (37, 1, 0.03432133824909267), (38, 1, 0.37428560793188026), (39, 1, 0.9592343050347667), (40, 1, 0.4216364944091324), (41, 1, 0.9337186990683808), (42, 1, 0.6649800555758388), (43, 1, 0.7970365986334266), (44, 1, 0.8607458501925888), (45, 1, 0.5344981241275617), (46, 1, 0.930612907572692), (47, 1, 0.2939796042087136), (48, 1, 0.4663459012064799), (49, 1, 0.999764665797482)]",11,9,14.0
"[(0, 1, 0.0731202088570817), (1, 1, 0.4444317094171687), (2, 1, 0.14886257266796754), (3, 1, 0.1454704175157142), (4, 1, 0.703464693138443), (5, 1, 0.7424494157349483), (6, 1, 0.15060719027078484), (7, 1, 0.5725859294500313), (8, 1, 0.9521338331789365), (9, 1, 0.17325575242279156), (10, 1, 0.3989840751431112), (11, 1, 0.8935531040828234), (12, 1, 0.47928125131576094), (13, 1, 0.8474004975530558), (14, 1, 0.601884496879561), (15, 1, 0.9718260732530789), (16, 1, 0.6624070966484177), (17, 1, 0.48460744359672714), (18, 1, 0.9926405847418392), (19, 1, 0.9827972883516569), (20, 1, 0.04222551171160427), (21, 1, 0.22612834460669307), (22, 1, 0.8798052048705338), (23, 1, 0.17138426431784914), (24, 1, 0.2435618798410224), (25, 1, 0.24725076156562587), (26, 1, 0.5057373147821933), (27, 1, 0.09175116015367679), (28, 1, 0.984128882805364), (29, 1, 0.0049610406527659245), (30, 1, 0.3568980744881982), (31, 1, 0.35850557882368506), (32, 1, 0.8186663786778048), (33, 1, 0.8898608231741922), (34, 1, 0.7457703661818862), (35, 1, 0.4625801536096398), (36, 1, 0.8670659268019729), (37, 1, 0.2206555380105122), (38, 1, 0.32282570634521734), (39, 1, 0.500539339631358), (40, 1, 0.8202641674389224), (41, 1, 0.508175422629718), (42, 1, 0.20254537366616576), (43, 1, 0.6955604308318133), (44, 1, 0.8668905461713475), (45, 1, 0.9532038237995433), (46, 1, 0.46726753361732876), (47, 1, 0.013731495546918215), (48, 1, 0.13746604155760944), (49, 1, 0.45539483053350416)]",15,5,15.0
"[(0, 1, 0.026700345490834443), (1, 1, 0.714598687145429), (2, 1, 0.8395609574585922), (3, 1, 0.3088972636460756), (4, 1, 0.7355067863210087), (5, 1, 0.5881335427664104), (6, 1, 0.5833411784542714), (7, 1, 0.05543148977416268), (8, 1, 0.2539372326924366), (9, 1, 0.8778793706192616), (10, 1, 0.8031320841623694), (11, 1, 0.22027644364758947), (12, 1, 0.3653887950270135), (13, 1, 0.3471138932921245), (14, 1, 0.20961403316877136), (15, 1, 0.8656176846628201), (16, 1, 0.2090498511962764), (17, 1, 0.3855452892311313), (18, 1, 0.009582847609597711), (19, 1, 0.8751489392341604), (20, 1, 0.8868715628046839), (21, 1, 0.833582901322345), (22, 1, 0.8751089841426748), (23, 1, 0.3234945478118044), (24, 1, 0.8714990793025958), (25, 1, 0.7227876731536692), (26, 1, 0.1613095177665279), (27, 1, 0.16357482561508763), (28, 1, 0.6681653028258474), (29, 1, 0.29356586486410163), (30, 1, 0.6956747167675792), (31, 1, 0.23241548322723238), (32, 1, 0.4105804821064939), (33, 1, 0.07611048506137186), (34, 1, 0.6924806281265624), (35, 1, 0.6582283050892414), (36, 1, 0.9770480599115668), (37, 1, 0.14933389138616415), (38, 1, 0.26213378731043824), (39, 1, 0.7594810917468806), (40, 1, 0.7811474370220512), (41, 1, 0.08641891049743089), (42, 1, 0.9674321699134572), (43, 1, 0.6888221242885046), (44, 1, 0.21738588697472605), (45, 1, 0.888467747606638), (46, 1, 0.8381295194394426), (47, 1, 0.5546365779631349), (48, 1, 0.19184870558256062), (49, 1, 0.2605310039722568)]",3,5,16.0
"[(0, 1, 0.3912775653891254), (1, 1, 0.21431097792302556), (2, 1, 0.2559720950769834), (3, 1, 0.2733223481769136), (4, 1, 0.48323713818140857), (5, 1, 0.4173927354489234), (6, 1, 0.7668362130602583), (7, 1, 0.08256897328023616), (8, 1, 0.7904412595856257), (9, 1, 0.5256299033853228), (10, 1, 0.7629240275947344), (11, 1, 0.8841076021238158), (12, 1, 0.98212715952794), (13, 1, 0.42075679334840377), (14, 1, 0.6340247352755758), (15, 1, 0.46330667971187733), (16, 1, 0.7661405111882817), (17, 1, 0.357684042668889), (18, 1, 0.12354900139967206), (19, 1, 0.47574974493858124), (20, 1, 0.44026943204151325), (21, 1, 0.6177534884380157), (22, 1, 0.3186345276255723), (23, 1, 0.07810978179369421), (24, 1, 0.265947835674198), (25, 1, 0.13181196025052933), (26, 1, 0.5177410229447715), (27, 1, 0.21834726993869902), (28, 1, 0.5101267548000739), (29, 1, 0.6413209891244874), (30, 1, 0.5039900367315205), (31, 1, 0.45659330534591247), (32, 1, 0.12949805601001685), (33, 1, 0.4749123167322651), (34, 1, 0.7740633549362053), (35, 1, 0.7371311321853882), (36, 1, 0.48200167205035616), (37, 1, 0.5528674352174188), (38, 1, 0.7174819192875143), (39, 1, 0.7197983725059489), (40, 1, 0.3247664864226847), (41, 1, 0.5108050190419767), (42, 1, 0.45935652659436044), (43, 1, 0.5964814362441383), (44, 1, 0.42307564066994785), (45, 1, 0.5317729360430106), (46, 1, 0.5677898986122052), (47, 1, 0.24996713867325526), (48, 1, 0.5271989179950745), (49, 1, 0.2757962150016058)]",8,0,9.0
"[(0, 1, 0.1975019409928106), (1, 1, 0.7672959952913685), (2, 1, 0.27673536815554645), (3, 1, 0.8665954220971608), (4, 1, 0.280460279981259), (5, 1, 0.8061848167858484), (6, 1, 0.8195025293140672), (7, 1, 0.7577450600529286), (8, 1, 0.41709336017759757), (9, 1, 0.7595181419806288), (10, 1, 0.0978957807031503), (11, 1, 0.43507385797786036), (12, 1, 0.876932008796142), (13, 1, 0.8254212372906176), (14, 1, 0.947696155813257), (15, 1, 0.008774443337469906), (16, 1, 0.7394483092948224), (17, 1, 0.04136467210019401), (18, 1, 0.8454458568818601), (19, 1, 0.8960253892382649), (20, 1, 0.23103834447933125), (21, 1, 0.6227416178817771), (22, 1, 0.30014835065951395), (23, 1, 0.6760896686227836), (24, 1, 0.5951314534746823), (25, 1, 0.26268561123135936), (26, 1, 0.34810119747621016), (27, 1, 0.0033339292979142066), (28, 1, 0.6702242853310147), (29, 1, 0.017030470126394803), (30, 1, 0.16783435398268842), (31, 1, 0.3263704643134415), (32, 1, 0.04539964807212182), (33, 1, 0.9998053205527343), (34, 1, 0.24301205903284395), (35, 1, 0.9754994219891349), (36, 1, 0.8202333343144075), (37, 1, 0.9251229661798204), (38, 1, 0.6657354306626916), (39, 1, 0.1089565459489128), (40, 1, 0.9609104698366348), (41, 1, 0.44263161061216616), (42, 1, 0.0912327226831311), (43, 1, 0.8922354323865319), (44, 1, 0.5373936645825724), (45, 1, 0.8862206617767391), (46, 1, 0.19312926115369655), (47, 1, 0.8495625139235279), (48, 1, 0.023978922382625556), (49, 1, 0.9934725505825089)]",16,9,10.0
"[(0, 1, 0.9879840869742273), (1, 1, 0.6720989431823237), (2, 1, 0.8418901868140455), (3, 1, 0.31015319557107124), (4, 1, 0.706598287627416), (5, 1, 0.6090631606151868), (6, 1, 0.7755608955155003), (7, 1, 0.11152819212446707), (8, 1, 0.6499042045353671), (9, 1, 0.9425070423845713), (10, 1, 0.44426718226083783), (11, 1, 0.5718810962059494), (12, 1, 0.16787189384006074), (13, 1, 0.22926682189438596), (14, 1, 0.8849179638002399), (15, 1, 0.5535321891656718), (16, 1, 0.01920984927194702), (17, 1, 0.9157293294860404), (18, 1, 0.5568687937736945), (19, 1, 0.13079822741965397), (20, 1, 0.3355113608202075), (21, 1, 0.6155525480414278), (22, 1, 0.25375788954144607), (23, 1, 0.5395162331488917), (24, 1, 0.690242346036413), (25, 1, 0.9156138093283527), (26, 1, 0.9923645033728438), (27, 1, 0.5684022051756061), (28, 1, 0.4374751065146725), (29, 1, 0.9925785431914254), (30, 1, 0.9467236512321627), (31, 1, 0.4847156167643131), (32, 1, 0.2737015431013414), (33, 1, 0.07510736084496461), (34, 1, 0.7208536766304483), (35, 1, 0.5648748054747338), (36, 1, 0.8711506219445149), (37, 1, 0.8311851287822263), (38, 1, 0.12315913578975546), (39, 1, 0.9231532799621663), (40, 1, 0.486442536214456), (41, 1, 0.6830096684938357), (42, 1, 0.37639606154031013), (43, 1, 0.3373880155401183), (44, 1, 0.6994312030565136), (45, 1, 0.18395669487499944), (46, 1, 0.662964864791222), (47, 1, 0.7579620367479193), (48, 1, 0.20055722231472206), (49, 1, 0.758258017372921)]",15,5,17.0
"[(0, 1, 0.313743416978158), (1, 1, 0.11923619885195091), (2, 1, 0.8551145031768363), (3, 1, 0.421079585312489), (4, 1, 0.34740284318598746), (5, 1, 0.8440952908984024), (6, 1, 0.23118764384277501), (7, 1, 0.9524367415610887), (8, 1, 0.33780140630577915), (9, 1, 0.34710530236479), (10, 1, 0.9024788956514749), (11, 1, 0.35469678422216044), (12, 1, 0.7108644258535372), (13, 1, 0.8014050879908137), (14, 1, 0.18986268801173023), (15, 1, 0.3939003559976526), (16, 1, 0.5645849418351935), (17, 1, 0.46864719595609206), (18, 1, 0.9185819005694296), (19, 1, 0.8514550606622376), (20, 1, 0.7472865625146694), (21, 1, 0.5951976513407736), (22, 1, 0.9553426642059588), (23, 1, 0.16470909175810622), (24, 1, 0.8198725827586975), (25, 1, 0.016267830441390574), (26, 1, 0.41692451270421693), (27, 1, 0.3326840298591691), (28, 1, 0.12515382219463922), (29, 1, 0.48881418749071937), (30, 1, 0.1380748717589645), (31, 1, 0.03948900345431694), (32, 1, 0.5382539191273837), (33, 1, 0.6785666661264041), (34, 1, 0.3779856507031185), (35, 1, 0.653951220404604), (36, 1, 0.04408122929435776), (37, 1, 0.3759872073853854), (38, 1, 0.5628415844152768), (39, 1, 0.2048892553733438), (40, 1, 0.23240098676721443), (41, 1, 0.27789328866880836), (42, 1, 0.5777665917800786), (43, 1, 0.6931276589362271), (44, 1, 0.7327458410095612), (45, 1, 0.46962665729274766), (46, 1, 0.2867953074599249), (47, 1, 0.9418710317545227), (48, 1, 0.04972262180480558), (49, 1, 0.40494035311699583)]",4,5,8.0
